Area,Unit,Y1961,Y1962,Y1963,Y1964,Y1965,Y1966,Y1967,Y1968,Y1969,Y1970,Y1971,Y1972,Y1973,Y1974,Y1975,Y1976,Y1977,Y1978,Y1979,Y1980,Y1981,Y1982,Y1983,Y1984,Y1985,Y1986,Y1987,Y1988,Y1989,Y1990,Y1991,Y1992,Y1993,Y1994,Y1995,Y1996,Y1997,Y1998,Y1999,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013
Greenland,1000 persons,32.471,33.73,35.043,36.445,37.964,39.61,41.361000000000004,43.097,44.699,46.074,47.18600000000001,48.077,48.738,49.233999999999995,49.586000000000006,49.78,49.843999999999994,49.86,49.946000000000005,50.178999999999995,50.583999999999996,51.157,51.82899999999999,52.534,53.19,53.797,54.373000000000005,54.878,55.295,55.604,55.788999999999994,55.861000000000004,55.848,55.815,55.81100000000001,55.836999999999996,55.881,55.948,56.04600000000001,56.175,56.327,56.518,56.708,56.861000000000004,56.951,56.971000000000004,56.927,56.841,56.728,56.638000000000005,56.552,56.47,56.413999999999994
Grenada,1000 persons,91.32700000000001,92.484,93.413,94.12299999999999,94.63600000000001,94.934,95.02,94.927,94.728,94.475,94.221,93.98299999999999,93.669,93.191,92.494,91.475,90.227,89.101,88.6,89.03200000000001,90.60700000000001,93.12200000000001,96.01899999999999,98.477,99.946,100.191,99.436,98.12,96.92399999999999,96.331,96.46,97.165,98.23,99.352,100.288,101.001,101.56700000000001,102.021,102.432,102.833,103.249,103.634,104.005,104.34700000000001,104.661,104.93299999999999,105.19,105.456,105.789,106.23299999999999,106.796,107.446,108.17
Guadeloupe,1000 persons,281.31,286.526,291.10900000000004,295.509,300.056,304.85400000000004,309.76599999999996,314.497,318.622,321.883,324.18,325.635,326.565,327.422,328.49300000000005,330.009,331.908,333.913,335.593,336.685,336.941,336.60900000000004,336.67,338.431,342.73,350.06699999999995,359.909,370.906,381.144,389.249,394.619,397.69699999999995,399.379,401.07099999999997,403.73800000000006,407.783,412.73699999999997,417.62199999999996,421.041,422.051,420.23800000000006,416.13599999999997,410.86,406.06300000000005,402.904,401.81300000000005,402.395,403.965,405.44800000000004,406.07099999999997,405.64,404.44800000000004,402.829
Guam,1000 persons,68.072,69.604,71.286,73.051,74.83,76.607,78.404,80.217,82.04,83.87700000000001,85.726,87.587,89.464,91.37700000000001,93.352,95.385,97.477,99.63,101.844,104.133,106.485,108.906,111.402,113.961,116.572,119.23200000000001,121.919,124.67299999999999,127.522,130.482,133.558,136.692,139.81799999999998,142.80200000000002,145.561,148.06,150.303,152.27700000000002,153.953,155.329,156.401,157.17600000000002,157.717,158.101,158.40200000000002,158.648,158.847,159.036,159.226,159.444,159.692,159.996,160.407
Guatemala,1000 persons,4336.143,4464.249,4595.51,4730.54,4869.715999999999,5013.153,5160.609,5311.615,5465.512,5621.7919999999995,5780.48,5941.566999999999,6104.53,6268.706999999999,6433.728,6599.214,6765.516,6933.906,7106.145,7283.459,7466.488,7654.819,7847.472,8042.897,8240.06,8438.604,8639.108,8842.575,9050.465,9263.813,9483.27,9708.544,9938.692,10172.296999999999,10408.489,10646.673999999999,10887.633999999998,11133.501,11387.203000000001,11650.743,11924.946000000002,12208.848,12500.478000000001,12796.925,13096.028,13397.021,13700.327,14006.428,14316.263,14630.417,14948.801000000001,15270.771,15595.816
Guinea,1000 persons,3552.065,3611.429,3672.5559999999996,3735.9159999999997,3801.705,3870.203,3941.053,4013.055,4084.6,4154.605,4223.0509999999995,4290.534000000001,4357.357,4424.03,4491.248,4559.242,4628.877,4702.376,4782.495,4871.435,4969.592000000001,5077.082,5195.445,5326.361999999999,5470.701999999999,5629.418000000001,5801.326,5982.486,6167.475,6352.283,6534.939,6716.0380000000005,6897.166,7081.116,7269.625,7463.781999999999,7662.075,7860.781,8054.743,8240.73,8417.081,8586.074,8753.093,8925.743,9109.581,9307.425,9518.162,9738.792,9964.469000000001,10192.176,10420.472,10652.031,10892.817
Guinea-Bissau,1000 persons,622.761,628.883,635.011,641.812,649.79,658.9939999999999,669.237,680.432,692.4069999999999,704.939,718.3639999999999,732.523,746.173,757.674,765.9889999999999,770.421,771.737,772.1419999999999,774.7260000000001,781.677,793.806,810.405,830.207,851.2760000000001,872.163,892.5219999999999,912.7539999999999,933.045,953.79,975.2610000000001,997.5219999999999,1020.35,1043.423,1066.346,1088.854,1110.833,1132.51,1154.371,1177.131,1201.3010000000002,1227.106,1254.453,1283.305,1313.4920000000002,1344.93,1377.5810000000001,1411.543,1446.9360000000001,1483.921,1522.599,1562.989,1604.979,1648.255
Guyana,1000 persons,589.274,606.285,622.575,637.845,651.868,664.5210000000001,675.8710000000001,686.1460000000001,695.745,704.934,713.684,721.948,729.916,737.847,745.841,754.1010000000001,762.424,770.125,776.2539999999999,780.153,781.732,781.2460000000001,778.948,775.2189999999999,770.435,764.446,757.448,750.6389999999999,745.585,743.309,744.4739999999999,748.602,754.1439999999999,758.8960000000001,761.291,760.795,757.97,753.778,749.674,746.715,745.206,744.789,745.143,745.737,746.163,746.3430000000001,746.4739999999999,746.817,747.7180000000001,749.436,752.028,755.3989999999999,759.285
Haiti,1000 persons,3941.9440000000004,4019.173,4097.755,4177.637,4258.732,4341.318,4425.303,4509.813,4593.669,4676.23,4757.182,4837.332,4918.625,5003.71,5094.577,5191.6320000000005,5294.619000000001,5404.019,5520.187,5643.173000000001,5773.366,5910.227,6051.621999999999,6194.687,6337.273,6478.541,6618.744000000001,6758.223000000001,6897.755,7037.9169999999995,7178.607,7319.493,7460.689,7602.32,7744.503000000001,7887.304,8030.726,8174.68,8319.056999999999,8463.806,8608.819,8754.15,8900.104,9047.077,9195.288,9344.785,9495.328000000001,9646.58,9798.046,9949.322,10100.32,10250.93,10400.675
Holy See,1000 persons,0.903,0.898,0.892,0.879,0.8540000000000001,0.8140000000000001,0.7659999999999999,0.7120000000000001,0.669,0.644,0.642,0.657,0.6859999999999999,0.708,0.728,0.737,0.737,0.73,0.73,0.7240000000000001,0.725,0.7290000000000001,0.731,0.74,0.746,0.75,0.759,0.764,0.765,0.768,0.774,0.779,0.778,0.778,0.78,0.778,0.782,0.7809999999999999,0.7809999999999999,0.785,0.7879999999999999,0.792,0.7979999999999999,0.797,0.7979999999999999,0.8,0.7959999999999999,0.794,0.795,0.794,0.7959999999999999,0.804,0.8009999999999999
Honduras,1000 persons,2096.409,2155.647,2216.7039999999997,2280.048,2346.015,2414.803,2486.415,2560.7270000000003,2637.513,2716.6540000000005,2798.123,2882.113,2968.989,3059.239,3153.2529999999997,3251.145,3352.825,3458.095,3566.6540000000005,3678.2790000000005,3792.9190000000003,3910.64,4031.325,4154.86,4281.161,4410.269,4542.214,4677.024,4814.702,4955.303,5098.590999999999,5244.678000000001,5394.411999999999,5548.96,5709.014,5874.809,6045.6990000000005,6220.406,6397.151,6574.509,6751.911999999999,6929.265,7106.319,7282.953,7458.985,7634.298000000001,7808.518,7980.955,8150.775,8317.47,8480.671,8640.690999999999,8798.521
Hungary,1000 persons,10030.48,10062.505,10096.968,10132.966999999999,10169.799,10208.226999999999,10248.704,10289.766,10329.354,10366.105,10398.169,10426.086,10453.655,10486.183,10526.78,10577.951000000001,10636.562,10693.323,10735.502,10754.286,10746.481000000002,10715.847,10669.206,10616.743999999999,10566.323,10519.291000000001,10474.548,10434.543,10401.614,10377.136999999999,10363.049,10358.619,10359.065999999999,10357.591,10349.302,10332.453000000001,10308.48,10279.601999999999,10249.416,10220.507,10193.449,10167.283000000001,10141.341999999999,10114.48,10085.937,10055.653,10024.149,9991.867,9959.439,9927.37,9895.68,9864.358,9833.923
Iceland,1000 persons,179.183,182.71099999999998,186.12400000000002,189.338,192.313,194.99,197.40099999999998,199.669,201.97400000000002,204.426,207.088,209.929,212.81400000000002,215.563,218.07,220.291,222.266,224.15,226.10299999999998,228.262,230.66400000000002,233.269,236.019,238.808,241.582,244.331,247.05599999999998,249.75599999999997,252.41299999999998,255.043,257.624,260.151,262.656,265.138,267.629,270.15,272.709,275.296,277.87,280.435,282.907,285.329,287.952,291.10400000000004,294.97900000000004,299.72,305.183,310.856,316.062,320.328,323.474,325.652,327.187
India,1000 persons,459642.165,469077.19,478825.60799999995,488848.135,499123.32399999996,509631.5,520400.576,531513.824,543084.336,555189.792,567868.0179999999,581087.256,594770.134,608802.6,623102.897,637630.087,652408.7760000001,667499.806,682995.354,698952.844,715384.993,732239.5040000001,749428.958,766833.41,784360.0079999999,801975.2440000001,819682.1020000001,837468.93,855334.678,873277.798,891273.209,909307.016,927403.86,945601.8309999999,963922.588,982365.243,1000900.03,1019483.5809999999,1038058.156,1056575.549,1075000.085,1093317.189,1111523.144,1129623.456,1147609.9270000001,1165486.291,1183209.472,1200669.765,1217726.215,1234281.17,1250287.943,1265780.247,1280842.125
Indonesia,1000 persons,90098.394,92518.377,95015.29699999999,97596.73300000001,100267.06199999999,103025.42599999999,105865.571,108779.924,111758.56300000001,114793.17800000001,117880.144,121017.314,124199.68699999999,127422.211,130680.727,133966.941,137278.05800000002,140621.73,144009.845,147447.836,150938.232,154468.229,158009.24599999998,161523.34699999998,164982.451,168374.28699999998,171702.763,174975.954,178209.15,181413.402,184591.90300000002,187739.78600000002,190851.175,193917.462,196934.26,199901.228,202826.44600000003,205724.592,208615.169,211513.823,214427.417,217357.793,220309.46899999998,223285.676,226289.47,229318.262,232374.245,235469.762,238620.563,241834.215,245115.987,248451.72199999998,251805.307
Iran (Islamic Republic of),1000 persons,22480.372000000003,23071.315,23680.257999999998,24307.86,24954.873,25624.373,26317.783,27032.571,27764.924,28513.866,29281.591,30075.297000000002,30905.707000000002,31786.471,32729.772,33733.961,34803.045,35960.805,37237.137,38650.246,40199.906,41869.236000000004,43636.837,45472.791,47347.185999999994,49260.255,51193.782,53077.312999999995,54822.003,56366.217000000004,57679.03400000001,58780.37,59723.764,60590.614,61442.664000000004,62294.92,63136.312000000005,63971.835999999996,64800.88,65623.405,66449.11200000001,67284.796,68122.938,68951.281,69762.34700000001,70554.76,71336.475,72120.604,72924.837,73762.519,74634.957,75539.878,76481.961
Iraq,1000 persons,7475.35,7674.22,7888.9130000000005,8122.196999999999,8375.79,8651.162,8947.404,9260.681999999999,9585.576,9917.983,10255.85,10599.668,10950.888,11312.062,11684.59,12068.676000000001,12462.07,12860.68,13259.113000000001,13653.354,14044.117,14432.468,14815.656,15190.393,15555.8,15909.761999999999,16257.07,16612.322,16994.948,17419.113,17889.459,18402.734,18955.085,19539.34,20149.338,20783.073,21439.574,22114.324,22802.064,23497.585,24208.18,24931.918999999998,25644.499,26313.838,26922.284,27448.124,27911.248,28385.746,28973.162,29741.976000000002,30725.3,31890.011000000002,33157.05
Ireland,1000 persons,2788.531,2792.3740000000003,2801.184,2812.224,2823.65,2834.6820000000002,2846.347,2860.7270000000003,2880.764,2908.421,2944.0879999999997,2986.566,3034.3190000000004,3085.156,3137.176,3189.865,3242.768,3294.1609999999996,3342.005,3384.756,3422.018,3453.7859999999996,3479.458,3498.53,3510.9790000000003,3516.422,3515.828,3512.185,3509.5190000000002,3510.885,3517.71,3529.853,3546.9309999999996,3567.9120000000003,3592.1859999999997,3619.6409999999996,3651.0959999999995,3687.8190000000004,3731.468,3783.103,3842.245,3907.998,3980.0759999999996,4058.13,4141.223,4230.623,4324.641,4415.872,4494.576,4554.321,4591.105,4608.198,4615.4220000000005
Isle of Man,1000 persons,48.281000000000006,48.418,48.8,49.391000000000005,50.141000000000005,51.049,52.118,53.254,54.376000000000005,55.425,56.358999999999995,57.166000000000004,57.919,58.677,59.478,60.38,61.336000000000006,62.262,63.028999999999996,63.551,63.776,63.772,63.695,63.806999999999995,64.278,65.19800000000001,66.471,67.926,69.267,70.298,70.932,71.25399999999999,71.428,71.661,72.131,72.878,73.85,74.943,76.001,76.941,77.703,78.318,78.884,79.52,80.305,81.285,82.40799999999999,83.508,84.376,84.85700000000001,84.88600000000001,84.53299999999999,83.976
Israel,1000 persons,2144.641,2234.199,2325.1479999999997,2411.7870000000003,2490.317,2558.712,2619.105,2676.968,2740.0679999999998,2813.7490000000003,2900.02,2996.482,3098.7909999999997,3200.53,3296.935,3387.0490000000004,3472.118,3552.298,3628.308,3700.9190000000003,3770.688,3838.113,3903.955,3969.172,4035.0679999999998,4100.538,4167.127,4241.784000000001,4333.587,4448.353,4589.302,4752.8240000000005,4929.415,5105.577,5271.366999999999,5424.249,5566.553000000001,5699.273,5824.941,5945.95,6060.6759999999995,6169.313,6278.374,6396.514,6529.479,6680.637,6847.141,7020.835999999999,7190.034000000001,7346.446,7487.1,7614.951999999999,7734.840999999999
Italy,1000 persons,50052.172,50442.33900000001,50856.405,51273.231,51677.257000000005,52062.754,52433.489,52794.523,53154.573,53518.969000000005,53888.874,54258.740999999995,54619.237,54957.794,55265.28400000001,55537.956,55777.88,55988.981,56177.850999999995,56349.349,56505.477999999996,56644.863,56765.251,56863.137,56936.774000000005,56983.931,57007.740999999995,57018.183,57028.703,57048.236,57088.113,57145.306,57197.613,57213.544,57174.407999999996,57065.225,56903.64,56742.76,56655.632000000005,56692.178,56875.147000000004,57182.519,57564.587999999996,57948.424000000006,58281.212,58542.619000000006,58747.861,58922.109000000004,59105.625,59325.22900000001,59589.075999999994,59879.471,60166.83
Jamaica,1000 persons,1651.0729999999999,1676.501,1703.651,1730.7379999999998,1756.511,1780.5179999999998,1803.319,1825.879,1849.662,1875.642,1904.276,1935.1,1966.974,1998.309,2028.016,2055.365,2080.831,2105.907,2132.785,2162.846,2196.9210000000003,2234.0570000000002,2271.736,2306.366,2335.51,2358.161,2375.393,2389.411,2403.464,2419.906,2439.334,2461.049,2484.581,2509.0429999999997,2533.7110000000002,2558.637,2583.916,2608.873,2632.675,2654.7009999999996,2674.702,2692.845,2709.437,2725.015,2740.0029999999997,2754.407,2768.2270000000003,2781.8759999999997,2795.837,2810.46,2825.929,2842.132,2858.712
Japan,1000 persons,94560.709,95458.524,96389.424,97379.40199999999,98447.002,99596.069,100822.291,102124.005,103496.035,104929.25099999999,106427.103,107976.02699999999,109528.51199999999,111022.689,112413.359,113679.19099999999,114827.832,115879.211,116867.356,117816.94,118732.841,119605.25,120427.636,121189.266,121883.48199999999,122509.117,123072.71,123584.52699999999,124058.52,124505.24,124929.772,125331.29699999999,125707.411,126053.129,126365.484,126644.094,126892.73800000001,127117.43400000001,127326.07,127524.174,127713.82800000001,127893.07800000001,128058.37199999999,128204.195,128326.116,128422.734,128494.05699999999,128538.646,128555.189,128542.353,128498.965,128423.571,128314.195
Jordan,1000 persons,973.988,1010.658,1050.213,1102.399,1173.606,1267.062,1378.9979999999998,1500.1629999999998,1617.4279999999999,1721.3229999999999,1809.182,1883.935,1948.442,2007.735,2065.913,2123.18,2179.363,2237.9429999999998,2303.1220000000003,2377.995,2464.867,2563.534,2671.413,2784.4629999999997,2900.0490000000004,3015.2990000000004,3131.796,3256.558,3399.33,3565.89,3760.4959999999996,3977.672,4201.555,4410.359,4588.843,4732.854,4848.541,4943.975,5031.762,5122.4929999999995,5217.335999999999,5317.505999999999,5434.03,5580.244000000001,5765.635,5991.54,6255.28,6556.478,6893.26,7261.539000000001,7662.846,8089.9619999999995,8518.983
Kazakhstan,1000 persons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16302.806,16181.155,16022.222,15839.363000000001,15631.927,15406.003,15190.157,15020.571000000002,14922.719,14910.205,14976.188,15100.041000000001,15250.015,15402.806999999999,15551.268,15702.104,15862.123,16043.007,16252.278999999999,16490.67,16751.525,17026.117
Kenya,1000 persons,8377.696,8647.011,8928.511,9222.692,9530.173,9851.444,10187.478000000001,10539.893999999998,10910.675,11301.393999999998,11713.048,12146.068000000001,12600.796999999999,13077.341,13575.907,14096.263,14638.89,15205.374,15797.776000000002,16417.197,17063.876,17736.326,18431.761000000002,19146.4,19877.083,20622.56,21382.112,22153.676,22935.092,23724.578999999998,24521.702999999998,25326.077999999998,26136.216,26950.513,27768.296000000002,28589.451,29415.659,30250.487999999998,31098.757,31964.557,32848.564,33751.739,34678.779,35635.271,36624.895,37649.032999999996,38705.932,39791.981,40901.792,42030.676,43178.274000000005,44343.467000000004,45519.981
Kiribati,1000 persons,42.229,43.281000000000006,44.338,45.398999999999994,46.428999999999995,47.434,48.417,49.363,50.266999999999996,51.151,51.98,52.78,53.553000000000004,54.333,55.114,55.924,56.763999999999996,57.618,58.461000000000006,59.301,60.104,60.887,61.733000000000004,62.744,63.986000000000004,65.505,67.248,69.089,70.85300000000001,72.4,73.692,74.766,75.71600000000001,76.67,77.723,78.903,80.187,81.556,82.97200000000001,84.396,85.84899999999999,87.305,88.835,90.499,92.325,94.34299999999999,96.527,98.76100000000001,100.93,102.927,104.728,106.37,107.89
Kuwait,1000 persons,300.57599999999996,337.348,378.746,423.898,472.037,523.1659999999999,577.164,632.899,688.9789999999999,744.45,798.6419999999999,851.916,905.635,961.77,1021.72,1085.861,1153.583,1224.067,1296.0810000000001,1368.6770000000001,1439.3310000000001,1507.645,1576.9679999999998,1652.15,1735.274,1832.31,1938.9089999999999,2034.8570000000002,2092.777,2095.344,2031.296,1912.433,1772.6070000000002,1659.307,1605.901,1626.8570000000002,1710.256,1831.119,1951.636,2045.1229999999998,2103.282,2136.9970000000003,2161.626,2200.492,2270.198,2373.672,2504.019,2656.009,2821.045,2991.884,3168.06,3348.853,3526.3759999999997
Kyrgyzstan,1000 persons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4454.193,4483.844,4518.807,4566.096,4629.402,4705.645,4786.777,4861.125,4920.712,4962.835999999999,4991.483,5013.53,5039.005,5075.347,5124.3820000000005,5184.392,5254.979,5334.71,5422.293000000001,5517.922,5621.576,5731.303000000001
Lao People's Democratic Republic,1000 persons,2170.344,2221.125,2273.351,2327.137,2382.594,2439.196,2496.92,2556.8520000000003,2620.4339999999997,2688.428,2762.265,2840.841,2919.2870000000003,2990.965,3051.577,3098.973,3135.842,3168.843,3207.328,3258.1440000000002,3323.366,3401.191,3489.903,3586.316,3687.8979999999997,3794.198,3905.53,4020.8109999999997,4138.845,4258.472,4379.236,4500.351,4619.944,4735.845,4846.483,4951.195,5050.315,5144.602,5235.346,5323.7,5409.581999999999,5493.246,5576.64,5662.2080000000005,5751.6759999999995,5846.0740000000005,5944.948,6046.62,6148.6230000000005,6249.165,6347.566999999999,6444.53,6541.304
Latvia,1000 persons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2620.254,2582.661,2543.6279999999997,2508.48,2478.8320000000003,2453.3070000000002,2430.549,2408.092,2384.1639999999998,2358.6929999999998,2332.53,2305.848,2278.9210000000003,2251.993,2225.0660000000003,2198.089,2171.259,2144.785,2118.861,2093.61,2069.016,2044.957
Lebanon,1000 persons,1864.619,1925.297,1985.001,2041.229,2092.375,2136.617,2174.738,2210.772,2250.447,2297.4339999999997,2354.047,2417.8360000000002,2481.9429999999998,2536.778,2575.749,2596.406,2601.74,2597.205,2590.902,2588.929,2594.302,2606.139,2622.072,2638.054,2651.995,2660.8720000000003,2667.96,2684.675,2726.44,2803.0440000000003,2921.7059999999997,3076.132,3246.1259999999997,3403.357,3528.38,3610.665,3658.4240000000004,3693.52,3747.7659999999996,3842.778,3991.0009999999997,4182.205,4388.375,4569.378,4698.763,4759.753,4767.344,4764.741,4813.026,4953.061,5202.026,5537.611999999999,5913.022
Lesotho,1000 persons,852.89,869.1360000000001,886.057,903.763,922.306,941.794,962.273,983.685,1005.909,1028.9260000000002,1052.614,1077.095,1102.878,1130.635,1160.792,1193.521,1228.536,1265.202,1302.667,1340.255,1377.799,1415.3670000000002,1452.7279999999998,1489.691,1526.131,1561.692,1596.394,1630.996,1666.5629999999999,1703.747,1742.539,1782.285,1822.236,1861.3239999999998,1898.598,1934.2910000000002,1968.0439999999999,1997.516,2019.731,2032.8039999999999,2035.74,2029.829,2018.348,2005.94,1996.114,1989.9389999999999,1986.922,1987.129,1990.131,1995.5810000000001,2003.7879999999998,2014.994,2028.53
Liberia,1000 persons,1142.302,1166.6480000000001,1191.802,1217.901,1245.1019999999999,1273.464,1303.035,1333.9779999999998,1366.5020000000002,1400.73,1436.7379999999998,1474.567,1514.366,1556.29,1600.4520000000002,1645.836,1692.14,1740.914,1794.2479999999998,1853.001,1918.826,1989.483,2057.2270000000003,2111.6710000000003,2145.754,2158.429,2153.3160000000003,2134.097,2106.431,2075.9120000000003,2040.139,2001.624,1976.6989999999998,1986.493,2044.661,2160.478,2326.202,2517.481,2699.712,2848.4559999999997,2953.927,3024.7290000000003,3077.058,3135.651,3218.116,3329.211,3461.9109999999996,3607.86,3754.133,3891.3559999999998,4017.4429999999998,4135.659000000001,4248.334
Libya,1000 persons,1498.0710000000001,1550.8129999999999,1607.171,1667.825,1733.306,1803.683,1878.8770000000002,1958.914,2043.818,2133.526,2228.146,2327.49,2430.755,2536.888,2645.139,2754.696,2865.637,2979.093,3096.7290000000003,3219.466,3347.781,3480.454,3614.6890000000003,3746.715,3873.781,3994.597,4109.725,4220.45,4328.939,4436.661,4544.242,4650.885,4755.133,4854.875,4948.798,5036.170999999999,5118.0070000000005,5196.78,5275.9259999999995,5357.891,5443.2480000000005,5531.089,5620.547,5710.154,5798.6140000000005,5886.871999999999,5974.786999999999,6058.7480000000005,6133.984,6197.6630000000005,6247.439,6285.7480000000005,6320.36
Liechtenstein,1000 persons,16.893,17.289,17.719,18.168,18.649,19.152,19.691,20.235,20.766,21.266,21.728,22.151,22.563000000000002,22.983,23.438000000000002,23.930999999999997,24.448,24.975,25.459,25.879,26.238000000000003,26.535999999999998,26.789,27.035999999999998,27.288,27.559,27.837,28.129,28.449,28.789,29.159000000000002,29.553,29.975,30.426,30.88,31.348000000000003,31.83,32.311,32.769,33.184,33.552,33.879,34.175,34.452,34.713,34.97,35.217,35.471,35.727,35.994,36.293,36.615,36.934
Lithuania,1000 persons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3688.1059999999998,3670.651,3649.143,3626.612,3603.756,3579.91,3555.1409999999996,3529.1809999999996,3501.8390000000004,3473.625,3444.763,3414.365,3381.131,3344.268,3303.335,3258.98,3212.865,3167.265,3123.816,3083.403,3045.5609999999997,3008.934
Luxembourg,1000 persons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436.103,440.19800000000004,443.726,447.32199999999995,451.819,457.842,465.61,474.915,485.405,496.527,507.889,519.307,530.857,542.56
Madagascar,1000 persons,5223.568,5352.503000000001,5486.319,5625.164000000001,5769.218000000001,5918.595,6073.526,6234.465,6401.920999999999,6576.305,6757.85,6946.62,7142.6269999999995,7345.78,7556.026,7773.4490000000005,7998.164000000001,8230.218,8469.671999999999,8716.553,8971.345,9234.129,9504.280999999999,9780.872,10063.495,10352.12,10647.753999999999,10952.395,11268.658000000001,11598.633,11942.819,12301.336000000001,12675.46,13066.543,13475.4,13902.688,14347.854,14808.791000000001,15282.521,15766.806,16260.931999999999,16765.117,17279.141,17802.997,18336.724,18880.269,19433.53,19996.473,20569.117,21151.64,21743.967,22346.645,22961.255
Malawi,1000 persons,3747.7529999999997,3839.0429999999997,3933.908,4032.3709999999996,4134.46,4240.429,4350.452,4464.423,4582.198,4703.782,4829.09,4958.549,5093.363,5235.073,5384.795,5545.651,5717.953,5896.865,6075.495,6250.44,6412.384,6565.985,6737.924,6964.607,7268.267,7666.391,8141.146,8636.69,9075.572,9404.5,9600.355,9685.973,9710.331,9745.69,9844.415,10022.789,10264.905999999999,10552.338,10854.322,11148.758,11432.0,11713.663999999999,12000.181,12301.838,12625.952,12973.698999999999,13341.806,13727.89,14128.155,14539.612,14962.115,15396.015,15839.286
Malaysia,1000 persons,8417.824,8692.341999999999,8973.788,9253.841999999999,9526.558,9790.084,10046.325,10297.983,10549.399,10804.131000000001,11062.433,11324.277,11592.638,11871.104,12162.187,12468.688999999998,12790.312,13122.839,13460.031,13798.085,14134.058,14471.211000000001,14819.423999999999,15192.298,15598.927,16043.731000000002,16522.0,17022.465,17528.961,18029.824,18519.936999999998,19002.656000000003,19484.898,19977.5,20487.607,21017.612999999998,21562.792999999998,22114.654,22661.298,23194.257,23709.119,24208.391,24698.819,25190.652000000002,25690.611,26201.961,26720.37,27236.006,27735.04,28208.035,28650.959,29068.189,29468.923
Maldives,1000 persons,92.325,94.905,97.551,100.171,102.71799999999999,105.13600000000001,107.478,109.891,112.58200000000001,115.691,119.302,123.354,127.70100000000001,132.10399999999998,136.417,140.563,144.631,148.78,153.276,158.27200000000002,163.82399999999998,169.851,176.24400000000003,182.85,189.537,196.264,203.028,209.785,216.51,223.158,229.75099999999998,236.265,242.605,248.588,254.139,259.183,263.842,268.455,273.527,279.39799999999997,286.306,294.186,302.683,311.265,319.608,327.487,335.16900000000004,343.452,353.398,365.73400000000004,380.495,397.23699999999997,415.593
Mali,1000 persons,5322.266,5381.368,5441.613,5503.7519999999995,5568.484,5635.859,5706.1990000000005,5780.835,5861.411999999999,5949.045,6044.53,6147.4580000000005,6256.187,6368.348000000001,6482.278,6596.728,6712.267,6831.085,6956.401999999999,7090.126,7234.728,7388.668000000001,7545.166,7694.855,7831.889,7952.865,8062.219,8171.522,8296.915,8449.913,8635.527,8850.334,9087.176,9334.88,9585.653,9837.571,10094.368,10360.561,10642.936000000002,10946.445,11271.6,11616.886999999999,11982.695,12369.07,12775.516000000001,13203.378,13651.464,14113.577,14581.428999999998,15049.353000000001,15514.59,15979.496000000001,16449.854
Malta,1000 persons,314.414,316.522,318.88599999999997,320.928,322.242,322.69599999999997,322.45799999999997,321.769,321.033,320.545,320.355,320.436,320.786,321.437,322.356,323.58,325.127,326.982,329.115,331.49699999999996,334.124,336.965,339.986,343.1,346.25,349.43,352.62300000000005,355.79900000000004,358.93300000000005,362.015,365.00199999999995,367.89099999999996,370.775,373.75,376.89599999999996,380.25300000000004,383.76,387.29,390.62699999999995,393.645,396.32800000000003,398.718,400.85900000000004,402.81699999999995,404.653,406.32800000000003,407.852,409.491,411.55199999999996,414.25300000000004,417.714,421.809,426.151
Marshall Islands,1000 persons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.403999999999996,49.245,49.831,50.215,50.457,50.533,50.45,50.356,50.423,50.753,51.422,52.37,53.456,54.476000000000006,55.258,55.766999999999996,56.051,56.174,56.25,56.36600000000001,56.531000000000006,56.717,56.938
Martinique,1000 persons,288.485,294.968,300.954,306.371,311.127,315.173,318.504,321.178,323.319,325.01099999999997,326.33299999999997,327.3,327.897,328.07199999999995,327.838,327.166,326.19,325.286,324.92900000000003,325.454,326.993,329.445,332.605,336.167,339.876,343.74300000000005,347.76300000000003,351.716,355.34,358.449,360.901,362.75699999999995,364.37699999999995,366.25,368.73199999999997,371.912,375.634,379.64599999999996,383.531,387.004,389.98699999999997,392.5,394.534,396.103,397.19,397.847,398.046,397.668,396.565,394.663,391.87800000000004,388.35699999999997,384.57599999999996
Mauritania,1000 persons,875.581,901.686,928.7339999999999,956.799,985.91,1016.1,1047.344,1079.58,1112.745,1146.78,1181.674,1217.4460000000001,1254.157,1291.855,1330.598,1370.3570000000002,1411.14,1453.0320000000002,1496.185,1540.64,1586.493,1633.652,1681.8629999999998,1730.7379999999998,1780.03,1829.675,1879.763,1930.433,1981.899,2034.346,2087.9120000000003,2142.645,2198.532,2255.516,2313.63,2372.901,2433.563,2496.216,2561.585,2630.219,2702.4,2778.099,2857.1479999999997,2939.2470000000003,3024.1940000000004,3111.906,3202.5170000000003,3296.238,3393.409,3494.195,3598.6479999999997,3706.555,3817.494
