Area,Unit,Y1961,Y1962,Y1963,Y1964,Y1965,Y1966,Y1967,Y1968,Y1969,Y1970,Y1971,Y1972,Y1973,Y1974,Y1975,Y1976,Y1977,Y1978,Y1979,Y1980,Y1981,Y1982,Y1983,Y1984,Y1985,Y1986,Y1987,Y1988,Y1989,Y1990,Y1991,Y1992,Y1993,Y1994,Y1995,Y1996,Y1997,Y1998,Y1999,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013
Central African Republic,1000 persons,1526.066,1551.91,1579.37,1608.616,1639.7060000000001,1673.019,1708.3020000000001,1744.194,1778.861,1811.144,1840.5179999999998,1867.7820000000002,1894.8529999999998,1924.388,1958.3670000000002,1997.014,2039.9189999999999,2087.663,2140.777,2199.356,2264.442,2335.333,2408.317,2478.382,2542.169,2597.761,2646.84,2693.973,2745.7340000000004,2806.7340000000004,2878.509,2959.236,3046.1490000000003,3135.015,3222.656,3308.2329999999997,3392.4359999999997,3475.492,3558.014,3640.427,3722.018,3802.1279999999997,3881.1809999999996,3959.875,4038.382,4118.069,4198.01,4273.366,4337.625,4386.768,4418.637,4436.416,4447.944
Chad,1000 persons,3060.368,3121.236,3183.572,3246.5229999999997,3309.586,3372.1890000000003,3434.825,3499.362,3568.3979999999997,3643.6040000000003,3726.1890000000003,3815.26,3907.889,3999.921,4088.5640000000003,4173.135,4255.248,4337.291,4422.745,4514.43,4612.849,4718.162,4832.321,4957.558,5095.401,5247.283,5412.847,5589.626,5773.92,5963.2519999999995,6157.079000000001,6356.7480000000005,6563.922,6781.053000000001,7010.145,7250.975,7503.493,7770.048000000001,8053.536,8355.654,8678.051,9019.233,9373.916,9734.767,10096.633,10457.124,10818.024,11183.588,11560.146999999999,11952.136,12360.99,12784.75,13220.433
Channel Islands,1000 persons,110.399,111.45700000000001,112.595,113.773,114.995,116.227,117.47399999999999,118.726,119.97200000000001,121.197,122.413,123.61399999999999,124.725,125.682,126.415,126.902,127.18299999999999,127.39,127.69200000000001,128.21200000000002,128.982,129.97899999999998,131.149,132.446,133.808,135.249,136.762,138.245,139.57299999999998,140.671,141.467,142.006,142.415,142.863,143.484,144.335,145.373,146.498,147.555,148.44299999999998,149.097,149.596,150.06799999999998,150.716,151.678,153.00799999999998,154.636,156.433,158.178,159.734,160.998,162.056,163.03799999999998
Chile,1000 persons,8303.811,8476.896999999999,8650.386999999999,8821.858,8989.621,9152.844000000001,9312.095,9468.845,9625.312,9783.134,9942.726999999999,10103.674,10265.829,10428.798,10592.306999999999,10756.878,10922.778999999999,11089.165,11254.877,11419.348,11582.014,11743.911,11907.96,12078.135,12257.236,12445.823,12642.923999999999,12847.708,13058.758,13274.623,13495.258,13719.819,13944.937,14166.34,14380.866000000002,14587.37,14786.22,14977.733,15162.8,15342.353000000001,15516.113000000001,15684.409,15849.652,16014.971000000001,16182.721000000001,16354.503999999999,16530.195,16708.258,16886.186,17062.536,17233.576,17400.346999999998,17571.506999999998
"China, Hong Kong SAR",1000 persons,3142.571,3230.2990000000004,3311.458,3389.558,3467.22,3545.855,3624.98,3703.171,3778.185,3848.9240000000004,3913.599,3974.197,4037.7940000000003,4113.99,4208.955,4326.335999999999,4462.402,4607.029,4745.879,4868.742,4971.687,5058.04,5133.709,5207.839,5287.022,5373.446999999999,5464.705,5557.391,5646.273,5727.938,5800.036999999999,5864.7390000000005,5928.334,5999.616999999999,6084.227,6185.585,6299.920999999999,6416.991999999999,6522.465999999999,6606.326999999999,6664.772,6701.775,6724.677,6744.566,6769.5740000000005,6802.08,6840.015,6881.863,6924.642,6966.331,7006.59,7046.848000000001,7088.778
"China, Macao SAR",1000 persons,170.46200000000002,176.183,184.245,193.56099999999998,203.22799999999998,213.192,223.418,233.0,240.83900000000003,246.19400000000002,248.738,248.767,246.947,244.285,241.628,239.075,236.678,235.171,235.44,238.071,243.373,251.158,260.931,271.918,283.503,295.591,308.18,320.77299999999997,332.783,343.80800000000005,353.626,362.311,370.199,377.798,385.51300000000003,393.37300000000005,401.352,409.616,418.38300000000004,427.782,437.93800000000005,448.82099999999997,460.165,471.597,482.858,493.79900000000004,504.51099999999997,515.239,526.4,538.219,550.832,564.039,577.372
"China, mainland",1000 persons,670952.695,682102.655,694339.083,708254.5970000001,724218.968,742414.885,762581.176,784074.709,805985.939,827601.3940000001,848759.71,869485.964,889485.372,908464.198,926240.885,942685.411,957891.272,972205.442,986132.202,1000089.235,1014022.212,1027948.9870000001,1042431.412,1058171.976,1075589.361,1095014.1090000002,1116095.476,1137724.227,1158357.397,1176883.674,1192897.284,1206711.244,1218817.055,1230020.031,1240920.535,1251636.186,1261996.012,1271982.35,1281514.832,1290550.765,1299129.752,1307352.257,1315303.521,1323084.6409999998,1330776.38,1338408.647,1345993.888,1353569.4840000002,1361169.419,1368810.615,1376497.639,1384206.4009999998,1391883.33
"China, Taiwan Province of",1000 persons,11257.77,11655.381000000001,12065.312,12482.184,12901.155,13322.035,13743.212,14156.746000000001,14552.758999999998,14924.455,15268.155,15586.145,15885.237,16175.601,16464.927,16754.741,17043.388,17331.483,17618.933,17905.458,18191.732,18477.495,18760.25,19036.465,19303.404,19560.161,19806.733,20042.359,20266.429,20478.52,20679.065,20868.148,21044.7,21207.423,21356.033,21488.99,21608.306,21721.516,21838.632999999998,21966.527000000002,22108.713,22262.299,22419.792,22570.224,22705.713,22823.847999999998,22927.215,23019.045,23104.546000000002,23187.551,23268.765,23346.896,23421.582000000002
Colombia,1000 persons,16567.811,17092.918,17629.979,18175.185,18725.245,19279.74,19837.51,20393.699,20942.456000000002,21480.065,22003.98,22516.425,23024.517000000003,23538.386000000002,24065.507,24608.112999999998,25164.545,25733.673,26312.994,26900.506,27496.617000000002,28101.819,28714.19,29331.237999999998,29951.201,30572.478,31195.412999999997,31822.525,32457.499,33102.575,33758.337,34422.568999999996,35091.275,35758.979,36421.437999999995,37076.387,37723.8,38364.309,38999.471,39629.968,40255.967000000004,40875.36,41483.869,42075.955,42647.723,43200.897000000004,43737.515999999996,44254.975,44750.054000000004,45222.7,45662.748,46075.718,46495.492999999995
Comoros,1000 persons,194.139,197.19799999999998,200.372,203.753,207.424,211.47799999999998,215.89700000000002,220.575,225.325,230.054,234.644,239.235,244.208,250.104,257.29,265.953,275.9,286.634,297.447,307.829,317.606,326.94599999999997,336.096,345.466,355.337,365.76,376.654,387.963,399.63199999999995,411.594,423.87199999999996,436.44800000000004,449.274,462.277,475.394,488.62699999999995,501.95300000000003,515.385,528.8480000000001,542.357,555.888,569.479,583.211,597.2280000000001,611.627,626.425,641.62,657.2289999999999,673.252,689.692,706.569,723.8710000000001,741.505
Congo,1000 persons,1043.116,1069.238,1096.638,1125.3519999999999,1155.392,1186.785,1219.5410000000002,1253.76,1289.522,1326.885,1365.899,1406.5220000000002,1448.6370000000002,1492.055,1536.654,1582.358,1629.2089999999998,1677.332,1726.866,1777.934,1830.632,1884.875,1940.443,1996.995,2054.312,2112.361,2171.321,2231.465,2293.166,2356.737,2422.305,2489.952,2559.873,2632.345,2707.5370000000003,2785.81,2867.28,2951.647,3038.433,3127.4109999999996,3217.933,3310.387,3406.922,3510.468,3622.775,3745.1409999999996,3876.119,4011.486,4145.391,4273.731,4394.844,4510.1990000000005,4622.762
Cook Islands,1000 persons,18.383,18.455,18.503,18.63,18.894000000000002,19.328,19.893,20.489,20.988000000000003,21.302,21.398000000000003,21.305999999999997,21.055999999999997,20.686999999999998,20.234,19.692,19.07,18.441,17.902,17.512,17.304000000000002,17.262999999999998,17.345,17.472,17.602999999999998,17.706,17.801,17.901,18.028,18.191,18.42,18.682000000000002,18.926,19.077,19.097,18.945999999999998,18.658,18.313,18.041,17.93,18.025,18.278,18.608,18.904,19.074,19.092,19.000999999999998,18.817999999999998,18.602,18.391,18.195,18.011,17.833
Costa Rica,1000 persons,1381.183,1433.335,1486.5529999999999,1539.941,1592.8410000000001,1645.0829999999999,1696.7320000000002,1747.694,1797.8929999999998,1847.394,1896.0770000000002,1944.1689999999999,1992.514,2042.241,2094.188,2148.677,2205.615,2264.946,2326.464,2389.9770000000003,2455.5879999999997,2523.354,2593.02,2664.223,2736.712,2810.242,2884.8509999999997,2960.929,3039.013,3119.433,3202.085,3286.52,3372.298,3458.8340000000003,3545.534,3632.362,3718.949,3803.887,3885.43,3962.3720000000003,4034.074,4100.925,4164.053,4225.155,4285.502,4345.412,4404.628,4463.125,4520.74,4577.378,4633.085999999999,4688.0,4742.107
Côte d'Ivoire,1000 persons,3631.553,3770.7659999999996,3918.6279999999997,4071.4109999999996,4226.844,4383.728,4544.164000000001,4713.135,4897.472,5102.064,5328.744000000001,5576.0380000000005,5841.505999999999,6121.285,6412.403,6713.95,7026.496,7350.27,7685.918000000001,8033.65,8393.690999999999,8764.989,9144.931,9530.107,9918.196,10307.280999999999,10698.194,11094.748,11502.448999999999,11924.877,12362.407,12812.421,13271.643,13735.433,14199.761999999999,14665.127,15130.663,15589.413999999999,16032.573,16454.668,16853.026,17231.539,17599.61,17970.494,18354.514,18754.916,19171.237,19605.569,20059.147,20532.95,21028.655,21547.188,22087.504
Croatia,1000 persons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4732.862,4697.538,4657.803,4616.766,4574.888,4532.401,4491.907,4456.437,4428.075,4408.075,4395.799,4388.895,4383.8820000000005,4378.058,4370.777,4362.4259999999995,4352.6359999999995,4341.264,4328.165,4313.099,4295.878,4276.598
Cuba,1000 persons,7291.2,7453.54,7623.294,7793.262,7958.169,8115.486999999999,8266.38,8413.552,8561.384,8712.541,8868.083,9025.345,9178.804,9320.945,9446.442,9554.188,9646.142,9724.044,9790.851,9849.459,9898.889000000001,9940.317,9981.304,10031.649,10097.911,10183.899,10286.643,10397.511,10503.972,10596.987,10673.542,10736.386999999999,10789.306,10838.462,10888.252,10939.293,10989.732,11038.692,11084.67,11126.43,11164.667,11199.651000000002,11229.183,11250.365,11261.582,11261.248,11251.122,11236.971000000001,11226.708999999999,11225.832,11236.671,11257.104,11282.723
Curaçao,1000 persons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.315,154.817,156.79399999999998
Cyprus,1000 persons,576.395,577.691,577.913,578.625,580.966,585.309,591.308,598.495,606.116,613.618,620.859,627.998,635.107,642.332,649.751,657.5269999999999,665.525,673.247,680.005,685.405,689.173,691.702,694.077,697.7139999999999,703.685,712.34,723.3760000000001,736.4739999999999,751.047,766.615,783.1239999999999,800.6110000000001,818.7460000000001,837.11,855.383,873.423,891.19,908.702,926.046,943.29,960.2760000000001,976.9639999999999,993.563,1010.408,1027.662,1045.507,1063.713,1081.563,1098.083,1112.612,1124.833,1135.046,1143.866
Czechia,1000 persons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10358.69,10360.969000000001,10358.193000000001,10350.309000000001,10338.339,10323.247,10306.411,10289.373,10271.008,10252.261,10239.136,10239.439,10258.167,10298.614,10357.538,10425.266,10488.155,10536.518,10566.517,10581.293,10586.533000000001
Czechoslovakia,1000 persons,13834.562,13940.264,14041.044,14127.798999999999,14194.829,14239.268,14265.666000000001,14284.766000000001,14311.48,14356.51,14422.778999999999,14506.938,14605.47,14712.386999999999,14822.495,14936.267,15053.229,15166.116000000002,15265.749,15345.813999999998,15402.865,15439.143999999998,15461.094,15478.313,15497.941,15521.594,15547.433,15574.973999999998,15602.688,15629.329,15655.687,15682.061000000002,,,,,,,,,,,,,,,,,,,,,
Democratic People's Republic of Korea,1000 persons,11665.595,11871.712,12065.468,12282.419,12547.525,12864.954,13222.694,13609.982,14010.339,14410.4,14809.521,15207.771,15593.351,15952.078000000001,16274.74,16554.746,16796.578,17015.983,17235.666,17472.14,17731.23,18008.564,18298.214,18590.138,18877.238,19156.795,19431.986,19708.323,19993.755,20293.054,20609.15,20937.404,21265.834,21577.982000000004,21862.299,22113.438,22335.267000000003,22536.752999999997,22731.482000000004,22929.075,23132.98,23339.452999999998,23542.426,23732.731,23904.167,24054.863999999998,24188.331000000002,24310.142000000003,24428.341,24548.836,24673.395,24800.645,24929.497000000003
Democratic Republic of the Congo,1000 persons,15637.698999999999,16041.19,16461.83,16903.831000000002,17369.883,17862.049,18378.625,18913.878,19459.816000000003,20011.036,20564.067,21121.362999999998,21690.443,22282.136000000002,22903.581000000002,23560.464,24249.13,24956.385,25663.592,26358.908,27040.322,27717.291,28403.851000000002,29119.673,29881.229,30683.869,31528.708,32443.781000000003,33464.765,34612.023,35908.244,37333.914,38815.834,40252.975,41576.234,42757.242999999995,43827.18,44849.967000000004,45919.613,47105.825999999994,48428.545,49871.666,51425.58,53068.88,54785.903,56578.037000000004,58453.683,60411.195,62448.574,64563.85400000001,66755.15299999999,69020.747,71358.807
Denmark,1000 persons,4614.027,4649.346,4686.279,4723.629,4760.46,4796.487,4831.752,4866.068,4899.291,4931.241,4961.762,4990.545999999999,5017.248,5041.419,5062.729,5081.267,5097.045,5109.69,5118.707,5123.945,5125.298,5123.349,5119.607,5116.058,5114.2429999999995,5114.657,5117.277,5122.441,5130.361,5141.115,5154.907999999999,5171.65,5190.742,5211.334,5232.704000000001,5254.86,5277.710999999999,5300.379,5321.774,5341.194,5358.062,5372.8009999999995,5386.968000000001,5402.7609999999995,5421.701999999999,5444.286,5469.920999999999,5497.729,5526.388000000001,5554.844,5582.978,5610.903,5638.145
Djibouti,1000 persons,88.49799999999999,94.204,100.62799999999999,107.583,114.963,122.866,131.39700000000002,140.46200000000002,149.887,159.659,169.372,179.22400000000002,190.56799999999998,205.18099999999998,224.183,248.55599999999998,277.47900000000004,308.008,336.085,358.96,374.93699999999995,385.27099999999996,393.80199999999996,406.017,425.61300000000006,454.361,490.33,528.999,563.864,590.398,606.844,615.054,618.495,622.366,630.388,643.654,660.863,680.4630000000001,699.975,717.584,733.015,746.942,759.6410000000001,771.6030000000001,783.2539999999999,794.563,805.451,816.3580000000001,827.823,840.198,853.674,868.137,883.293
Dominica,1000 persons,61.032,61.982,62.918,63.926,65.038,66.311,67.686,69.04,70.21300000000001,71.07300000000001,71.568,71.73100000000001,71.738,71.80199999999999,72.094,72.654,73.44,74.28399999999999,74.955,75.314,75.309,75.003,74.483,73.851,73.20100000000001,72.533,71.842,71.208,70.723,70.419,70.374,70.544,70.831,71.043,71.098,70.936,70.59899999999999,70.185,69.835,69.65,69.661,69.837,70.1,70.382,70.589,70.718,70.795,70.827,70.851,70.878,70.916,70.965,71.016
Dominican Republic,1000 persons,3406.28,3521.018,3638.1090000000004,3757.132,3877.765,3999.796,4123.092000000001,4247.558,4373.124,4499.72,4627.21,4755.459,4884.460999999999,5014.189,5144.637,5275.77,5407.5,5539.59,5671.797,5803.927,5935.909000000001,6067.77,6199.661,6331.764,6464.229,6596.9619999999995,6729.933000000001,6863.441,6997.888000000001,7133.494000000001,7270.409000000001,7408.342,7546.463000000001,7683.706999999999,7819.246999999999,7952.763000000001,8084.406999999999,8214.426,8343.283000000001,8471.321,8598.601,8724.975,8850.317,8974.444,9097.257,9218.686,9338.860999999999,9458.075,9576.737,9695.121,9813.211,9930.916,10048.232
Ecuador,1000 persons,4674.1720000000005,4809.201,4948.986,5093.854,5243.977,5399.422,5560.012,5725.459,5895.366999999999,6069.376,6247.418000000001,6429.379,6614.843000000001,6803.28,6994.334,7187.786999999999,7383.724,7582.353,7784.071999999999,7989.186,8197.652,8409.396999999999,8624.594000000001,8843.462,9066.109,9292.474,9522.36,9755.579,9991.87,10230.934000000001,10472.475,10716.128999999999,10961.466,11208.001,11455.204,11703.173999999999,11951.452,12198.448999999999,12442.115,12681.123,12914.667,13143.465,13369.678,13596.388,13825.847,14059.383999999998,14296.556999999999,14535.739,14774.423999999999,15011.117,15243.883999999998,15474.101,15707.473999999998
Egypt,1000 persons,27366.237,28112.256,28871.382999999998,29644.875,30433.022,31237.6,32056.51,32881.848,33703.138999999996,34513.85,35311.91,36102.659,36896.554,37708.146,38549.142,39422.73,40329.589,41275.736000000004,42267.435,43309.062999999995,44400.113,45539.295999999995,46728.28599999999,47968.642,49258.732,50602.35400000001,51991.7,53399.246,54788.685,56134.475,57424.549000000006,58666.814000000006,59880.657999999996,61095.804000000004,62334.03400000001,63601.629,64892.27,66200.269,67515.591,68831.561,70152.661,71485.043,72826.09700000001,74172.073,75523.569,76873.663,78232.12599999999,79636.079,81134.798,82761.235,84529.252,86422.243,88404.646
El Salvador,1000 persons,2846.6,2931.192,3019.224,3109.563,3201.313,3293.952,3387.383,3481.6240000000003,3576.8379999999997,3673.0679999999998,3770.059,3867.309,3964.27,4060.26,4154.692,4247.502,4338.458,4426.675,4511.129,4591.134,4666.3640000000005,4737.2570000000005,4804.935,4871.035,4936.807,5002.335999999999,5067.537,5133.274,5200.602,5270.079000000001,5342.198,5416.323,5490.477,5561.919,5628.6,5689.938,5746.284000000001,5797.765,5844.846,5887.936,5927.005999999999,5962.1359999999995,5994.076999999999,6023.797,6052.1230000000005,6079.399,6105.81,6131.764,6157.686,6183.875,6210.568,6237.923000000001,6266.07
Equatorial Guinea,1000 persons,258.791,262.219,266.0,270.618,276.3,283.506,291.79,299.413,304.0,303.982,298.846,289.501,277.64599999999996,265.77099999999996,255.8,247.96200000000002,242.15599999999998,239.678,241.98,249.929,264.374,284.63,308.20599999999996,331.55199999999996,352.11800000000005,369.023,382.981,394.961,406.62,419.18800000000005,432.853,447.26599999999996,462.63699999999994,479.098,496.76800000000003,515.8530000000001,536.46,558.492,581.77,606.181,631.6659999999999,658.3839999999999,686.664,716.949,749.535,784.4960000000001,821.687,860.84,901.5989999999999,943.6389999999999,986.8530000000001,1031.191,1076.413
Eritrea,1000 persons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2238.626,2218.43,2204.222,2196.464,2195.179,2206.4320000000002,2237.405,2292.416,2374.722,2481.058,2600.973,2719.803,2826.659,2918.205,2996.5359999999996,3062.7790000000005,3119.92,3170.435,3213.972,3250.1,3281.449
Estonia,1000 persons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1520.8129999999999,1488.0610000000001,1457.0929999999998,1433.024,1417.736,1409.6729999999998,1406.349,1403.789,1399.112,1391.73,1382.7320000000002,1372.9089999999999,1363.565,1355.648,1349.3629999999998,1344.296,1340.0729999999999,1336.135,1332.101,1327.7089999999998,1323.1589999999999,1319.0620000000001
Eswatini,1000 persons,343.345,350.156,357.292,365.12199999999996,373.91900000000004,383.82599999999996,394.75699999999995,406.506,418.74699999999996,431.25300000000004,443.977,457.039,470.559,484.749,499.76300000000003,515.599,532.26,549.7959999999999,568.315,587.8580000000001,608.38,629.811,652.115,675.2389999999999,699.08,723.595,748.632,773.768,798.507,822.42,845.2660000000001,866.993,887.706,907.62,926.841,945.508,963.426,979.918,994.1080000000001,1005.435,1013.6089999999999,1019.059,1022.802,1026.286,1030.579,1036.0919999999999,1042.652,1049.945,1057.4669999999999,1064.837,1072.0330000000001,1079.288,1086.843
Ethiopia,1000 persons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53295.566,55180.998,57047.907999999996,58883.53,60697.443,62507.724,64343.013,66224.804,68159.423,70142.091,72170.584,74239.505,76346.311,78489.20599999999,80674.348,82916.235,85233.913,87639.964,90139.929,92726.985,95385.79800000001
Ethiopia PDR,1000 persons,23704.519,24281.875,24887.284,25515.181,26161.815,26819.918999999998,27490.433999999997,28187.025,28928.832000000002,29726.022,30595.819,31525.601000000002,32460.423,33325.335,34072.293,34676.123999999996,35168.862,35630.07,36171.738,36875.128,37769.089,38832.071,40033.232,41320.653,42656.078,44030.487,45456.653,46942.808,48503.44,50146.518,51876.327000000005,53681.181,,,,,,,,,,,,,,,,,,,,,
Falkland Islands (Malvinas),1000 persons,2.126,2.116,2.109,2.0869999999999997,2.0780000000000003,2.0580000000000003,2.033,2.021,2.004,1.992,1.9609999999999999,1.9569999999999999,1.9280000000000002,1.9240000000000002,1.903,1.889,1.8769999999999998,1.8730000000000002,1.859,1.854,1.8459999999999999,1.847,1.841,1.8459999999999999,1.85,1.855,1.869,1.891,1.929,1.982,2.063,2.16,2.276,2.3890000000000002,2.49,2.596,2.693,2.763,2.841,2.892,2.931,2.947,2.957,2.949,2.935,2.9339999999999997,2.937,2.932,2.917,2.9010000000000002,2.873,2.823,2.7939999999999996
Faroe Islands,1000 persons,35.076,35.524,35.969,36.406,36.847,37.278,37.705,38.124,38.57,39.009,39.458,39.925,40.387,40.85,41.299,41.722,42.13399999999999,42.538000000000004,42.93600000000001,43.336999999999996,43.725,44.108000000000004,44.488,44.891000000000005,45.33,45.818000000000005,46.349,46.83,47.166000000000004,47.273999999999994,47.12,46.739,46.266000000000005,45.856,45.625,45.615,45.79600000000001,46.096000000000004,46.43600000000001,46.735,46.997,47.233000000000004,47.431999999999995,47.6,47.722,47.792,47.825,47.82,47.808,47.81399999999999,47.823,47.843,47.891999999999996
Fiji,1000 persons,407.249,421.665,436.293,450.542,463.968,476.404,487.981,498.94,509.704,520.562,531.635,542.844,554.138,565.415,576.626,587.557,598.2959999999999,609.383,621.585,635.307,651.021,668.28,685.497,700.4830000000001,711.775,718.6389999999999,721.783,722.93,724.5939999999999,728.573,735.4010000000001,744.4689999999999,754.9630000000001,765.6089999999999,775.425,784.3860000000001,792.7360000000001,800.1569999999999,806.303,811.0060000000001,813.925,815.257,816.076,817.86,821.6039999999999,827.87,836.19,845.3610000000001,853.637,859.818,863.449,865.069,865.6080000000001
Finland,1000 persons,4467.773,4498.817,4526.746,4550.2390000000005,4568.598,4581.115,4588.656,4594.024,4601.032999999999,4612.366,4629.38,4651.1720000000005,4675.456,4698.779,4718.749,4734.437,4746.932,4758.252,4771.345,4788.2429999999995,4809.813,4835.1,4862.178,4888.204000000001,4911.22,4930.340999999999,4946.373,4961.087,4977.115,4996.222,5019.125,5044.925,5071.789000000001,5097.097,5119.005,5136.979,5151.746,5164.242,5175.9259999999995,5187.954000000001,5200.477,5213.366,5227.093,5242.17,5258.927,5277.491,5297.7390000000005,5319.4490000000005,5342.262,5365.781999999999,5390.0380000000005,5414.77,5438.982
France,1000 persons,46266.981,46907.042,47560.825999999994,48184.418,48746.652,49232.539000000004,49651.083,50024.582,50387.448,50763.92,51162.568,51573.265,51979.527,52356.795999999995,52688.575999999994,52969.317,53208.554000000004,53423.112,53637.069,53868.009000000005,54121.013,54391.471,54675.371,54965.164000000004,55254.848,55545.273,55837.627,56126.325,56404.304000000004,56666.849,56913.587,57147.212999999996,57370.380999999994,57587.130999999994,57801.892,58012.058,58220.65900000001,58444.246,58704.380999999994,59015.096,59384.132000000005,59803.441,60251.587999999996,60697.981,61120.127,61508.926,61869.227,62209.207,62542.9,62879.53,63222.227,63564.221,63893.525
French Guyana,1000 persons,33.121,34.376999999999995,35.765,37.287,38.891999999999996,40.623000000000005,42.443000000000005,44.31,46.153,47.93,49.629,51.269,52.88,54.52,56.223,57.995,59.872,61.931000000000004,64.281,66.977,70.029,73.42,77.233,81.562,86.439,91.939,97.978,104.226,110.26299999999999,115.78399999999999,120.678,125.07799999999999,129.151,133.17600000000002,137.4,141.793,146.328,151.252,156.80200000000002,163.165,170.454,178.543,187.024,195.31400000000002,202.97099999999998,209.89,216.185,221.99599999999998,227.54,233.002,238.38400000000001,243.666,249.054
French Polynesia,1000 persons,80.706,83.655,86.84700000000001,90.139,93.43799999999999,96.71600000000001,99.995,103.34200000000001,106.82,110.495,114.382,118.44,122.64299999999999,126.92399999999999,131.233,135.549,139.891,144.27700000000002,148.741,153.30100000000002,157.953,162.685,167.451,172.24900000000002,177.02700000000002,181.817,186.584,191.266,195.726,199.905,203.726,207.245,210.642,214.197,218.071,222.322,226.86599999999999,231.57,236.22099999999998,240.68599999999998,244.93099999999998,248.972,252.703,255.99200000000002,258.78,261.01,262.721,264.061,265.254,266.455,267.698,268.998,270.328
Gabon,1000 persons,505.79900000000004,511.287,517.58,524.895,533.361,543.112,554.059,565.766,577.646,589.314,600.613,611.7040000000001,622.92,634.742,647.536,661.4019999999999,676.255,692.077,708.788,726.328,744.696,763.93,784.061,805.115,827.1080000000001,850.048,873.867,898.4689999999999,923.711,949.488,975.783,1002.579,1029.778,1057.255,1084.9460000000001,1112.955,1141.338,1170.0610000000001,1199.052,1228.36,1258.003,1288.315,1319.953,1353.795,1390.549,1430.152,1472.575,1518.54,1568.9279999999999,1624.14,1684.635,1749.682,1817.0710000000001
Gambia,1000 persons,372.445,379.894,387.64099999999996,396.01099999999997,405.259,415.478,426.629,438.603,451.228,464.41,478.116,492.426,507.43199999999996,523.251,539.979,557.805,576.757,596.536,616.768,637.246,657.579,678.113,700.199,725.694,755.7869999999999,791.1469999999999,831.023,873.444,915.635,955.5930000000001,992.673,1027.475,1060.862,1094.212,1128.575,1164.0910000000001,1200.526,1238.125,1277.133,1317.703,1360.0739999999998,1404.261,1449.925,1496.527,1543.741,1591.445,1639.848,1689.285,1740.279,1793.1960000000001,1848.1470000000002,1905.013,1963.7120000000002
Georgia,1000 persons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5303.929,5208.957,5097.128,4976.26,4846.634,4709.607,4575.398,4456.647,4362.187,4296.979,4258.571,4238.929,4225.816,4210.168,4189.72,4166.867,4142.655,4119.494000000001,4099.099,4081.0170000000003,4064.1059999999998,4048.7009999999996
Germany,1000 persons,73928.082,74489.454,75080.74799999999,75677.307,76258.032,76819.577,77357.255,77847.179,78260.755,78578.385,78789.939,78901.818,78932.455,78909.807,78856.039,78781.733,78687.323,78573.586,78438.164,78283.1,78107.857,77926.011,77770.213,77682.295,77691.595,77806.147,78015.731,78307.525,78660.303,79053.984,79490.835,79963.159,80428.556,80832.937,81138.659,81323.664,81399.25099999999,81402.673,81389.927,81400.882,81453.885,81535.122,81614.38,81646.474,81602.741,81472.226,81277.83,81065.75200000001,80899.961,80827.00200000001,80855.632,80972.628,81174.367
Ghana,1000 persons,6848.295,7071.971,7300.116,7524.472,7739.473000000001,7941.411999999999,8132.803000000001,8321.77,8520.015,8735.495,8973.244,9229.631,9493.556,9749.104,9985.946,10199.165,10395.452,10590.261,10805.313999999998,11056.116000000002,11348.288999999999,11676.823,12033.575,12405.66,12783.613000000001,13164.837,13552.021,13947.042,14353.41,14773.277,15207.367,15653.336000000001,16106.765,16561.674,17014.057,17462.496,17908.985,18357.156000000003,18812.359,19278.856,19756.928,20246.381,20750.299,21272.322999999997,21814.642000000003,22379.055,22963.946,23563.825,24170.94,24779.619,25387.712000000003,25996.45,26607.645
Gibraltar,1000 persons,23.813000000000002,24.313000000000002,24.889,25.479,26.073,26.633000000000003,27.173000000000002,27.685,28.166,28.605999999999998,29.006,29.358,29.65,29.886,30.066999999999997,30.18,30.234,30.232,30.169,30.065,29.901999999999997,29.691,29.482,29.283,29.154,29.094,29.115,29.159000000000002,29.186999999999998,29.147,29.022,28.84,28.675,28.601999999999997,28.691999999999997,28.971,29.408,29.947,30.529,31.076999999999998,31.601999999999997,32.102,32.555,32.928000000000004,33.219,33.417,33.516999999999996,33.559,33.565,33.585,33.611999999999995,33.646,33.692
Greece,1000 persons,8314.005,8350.885,8385.449,8419.296,8453.821,8489.863000000001,8528.03,8569.141,8614.036,8663.571,8716.873,8774.514000000001,8840.315,8919.244,9014.085,9127.049,9254.978000000001,9388.728000000001,9515.746,9627.002,9719.841,9796.829,9860.739,9916.482,9968.238000000001,10015.119,10057.296999999999,10101.351999999999,10155.723,10225.992,10315.107,10420.235999999999,10533.815,10644.948999999999,10745.503,10832.141000000001,10906.257,10970.121000000001,11027.9,11082.104,11134.457,11182.305,11218.883999999998,11234.992,11224.791000000001,11185.228000000001,11120.358,11040.309,10959.271999999999,10887.636999999999,10829.079,10781.125,10740.5
